Rating,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys
62,3,2,69,66,49,52,53,51,52,54,28,64,61,50,71,66,62,68,53,59,67,63,54,52,65,57,44,64,56,55,51
82,3,1,26,21,16,11,13,32,73,16,27,31,59,11,36,40,51,45,35,59,55,55,61,12,29,16,13,12,14,42,12
82,4,4,83,84,51,53,52,64,79,77,65,79,79,74,80,75,89,84,78,73,94,87,63,37,84,74,78,82,78,65,76
82,4,4,85,84,47,30,57,73,73,79,46,80,77,83,79,68,78,78,79,85,57,76,68,72,78,75,71,79,74,78,79
81,4,3,76,74,25,28,42,70,81,83,38,65,83,45,68,45,69,75,78,94,72,67,86,84,85,83,80,66,58,77,76
81,3,2,54,42,82,80,83,86,73,31,81,50,62,33,63,69,54,54,79,88,57,62,72,84,44,53,28,34,24,48,35
79,3,3,80,81,71,73,77,73,75,75,78,76,84,55,83,76,79,75,82,77,74,75,72,62,79,51,77,65,38,29,28
79,4,4,82,81,36,54,62,52,75,73,54,78,78,78,81,74,78,77,71,59,79,77,75,46,75,71,76,79,75,70,72
78,3,2,64,53,78,78,82,86,70,42,76,35,66,71,69,69,58,63,73,85,64,53,58,73,56,40,40,30,38,38,34
78,3,3,70,65,42,21,29,70,76,78,51,60,73,62,67,31,88,87,79,78,68,75,91,87,80,80,64,32,36,75,71
78,3,3,77,77,60,66,74,70,82,69,76,72,84,68,84,75,67,63,86,56,91,79,78,44,63,62,60,58,50,52,38
77,3,2,70,67,77,77,81,77,71,62,78,73,80,60,73,66,68,69,77,75,53,76,77,73,65,54,59,60,60,63,56
77,4,3,73,66,74,71,76,82,78,61,80,66,74,71,77,70,32,53,79,75,66,69,68,64,70,65,67,70,75,65,59
77,4,3,76,78,77,80,77,75,74,68,69,68,72,75,75,70,77,77,79,72,68,73,77,68,79,58,70,69,54,60,56
76,4,3,77,76,20,23,18,47,71,79,33,54,72,51,62,55,85,80,64,62,71,74,62,67,81,80,68,63,61,73,68
76,3,2,73,63,74,77,78,78,70,61,78,61,74,67,72,56,54,68,74,68,66,62,83,70,46,42,37,66,40,50,32
76,2,2,73,64,77,81,80,85,71,61,76,62,67,64,75,64,67,69,78,76,57,65,68,73,51,32,36,67,56,65,34
76,3,3,76,72,58,57,61,88,68,77,60,81,74,82,81,81,55,46,65,77,68,63,66,69,85,74,81,79,76,83,75
75,3,3,73,72,61,44,56,81,74,75,61,69,74,75,72,61,67,68,91,84,68,76,76,74,73,75,69,64,56,72,67
75,3,3,77,62,31,20,26,70,78,80,23,74,78,59,76,63,47,49,70,74,29,56,34,83,75,75,70,57,50,74,80
75,3,1,24,13,14,12,11,43,74,13,27,31,67,12,38,33,39,44,29,57,54,45,73,13,42,14,12,20,13,44,20
74,3,3,75,72,38,50,48,60,76,77,54,78,78,63,77,64,65,55,68,57,78,76,60,42,62,68,64,71,60,66,80
73,3,2,67,61,74,79,76,85,74,56,67,25,67,65,68,59,67,67,78,74,62,68,75,67,83,47,66,66,33,56,43
71,4,4,75,74,43,46,44,54,55,71,33,70,72,66,77,62,79,77,62,56,66,73,51,59,62,60,65,59,63,65,61
69,4,1,20,11,12,19,13,42,67,14,23,56,59,19,26,24,56,49,37,69,45,63,71,14,24,17,19,17,19,20,15
62,3,1,22,14,16,11,11,31,69,13,26,20,22,14,36,35,50,55,36,64,44,60,57,12,21,17,15,18,20,31,23
61,3,3,60,51,16,22,18,33,55,58,17,54,53,43,51,41,65,65,53,47,68,52,61,66,56,70,55,41,43,66,44
60,3,3,66,73,35,49,37,39,44,46,20,58,52,61,54,51,60,69,50,39,81,57,46,45,69,47,48,55,42,70,53
60,3,2,62,58,49,54,47,59,58,62,51,57,45,44,67,63,55,68,54,56,68,67,64,58,54,42,47,46,47,53,51
59,3,2,36,37,61,66,67,54,49,25,58,33,49,34,43,35,55,55,63,55,58,41,68,56,48,25,23,33,33,41,35
58,3,2,60,50,56,56,59,47,50,26,49,30,50,24,55,50,54,60,59,72,34,56,73,53,33,25,26,26,31,40,23
56,3,2,54,44,15,12,13,30,48,48,12,47,57,33,49,29,76,73,50,43,73,57,64,53,62,63,63,41,29,68,42
56,2,1,24,16,16,18,14,28,55,15,23,20,24,16,29,26,40,48,38,55,54,32,52,18,24,14,21,13,14,31,17
54,3,2,52,51,35,51,47,40,49,50,29,51,57,48,70,66,65,67,34,58,66,58,53,47,56,43,42,48,42,51,42
81,4,3,77,78,24,11,20,63,80,87,19,67,84,54,68,43,78,77,73,62,88,83,74,68,88,87,81,63,68,71,83
79,4,3,80,80,26,30,49,74,79,78,61,79,72,82,81,69,74,77,72,68,67,80,44,52,81,80,84,80,83,75,65
77,3,2,61,42,73,83,78,92,63,38,72,50,51,22,68,73,70,72,68,86,47,48,74,74,77,32,66,27,60,27,23
77,3,2,66,54,78,74,79,73,75,37,81,68,77,56,78,76,65,74,69,83,34,46,56,84,48,33,41,62,23,43,36
77,3,2,73,64,72,80,82,93,70,47,77,67,67,61,74,76,67,68,79,78,71,64,63,66,74,49,59,57,58,64,58
77,4,2,76,72,76,76,76,72,74,67,70,76,80,77,82,81,52,64,76,74,61,55,72,65,82,57,80,61,71,63,66
76,3,2,73,71,73,75,78,67,69,69,69,39,64,79,73,66,82,78,89,66,64,74,68,63,69,32,44,75,51,46,37
76,4,4,81,84,20,22,22,31,69,68,21,76,64,72,75,73,84,77,59,54,65,84,61,23,58,66,67,70,65,60,67
76,3,1,21,14,14,12,20,23,68,18,24,66,27,17,28,33,48,41,44,50,67,33,59,15,31,19,13,18,16,41,20
76,3,3,75,77,13,24,26,70,77,78,30,69,74,70,75,62,79,77,75,66,64,78,71,75,76,76,66,65,61,81,75
76,2,2,62,46,71,69,78,81,71,54,75,45,64,60,60,50,55,66,71,90,48,51,63,78,55,34,29,39,28,31,29
76,4,4,78,79,60,32,34,71,76,72,62,81,85,77,79,75,74,64,66,57,84,81,60,56,75,67,71,75,76,63,73
75,4,3,75,72,72,66,73,73,74,70,75,74,71,68,75,72,64,64,79,75,62,73,78,78,77,69,75,66,47,57,66
75,3,1,24,15,19,20,11,29,76,12,16,57,68,11,39,33,59,60,31,67,44,42,75,14,32,16,12,12,15,43,15
75,3,2,77,74,64,60,61,82,76,70,59,78,75,90,76,74,51,55,79,67,75,65,70,66,81,72,79,86,84,78,74
74,3,2,69,63,71,76,79,63,61,36,73,46,70,60,71,53,79,78,69,79,59,62,76,72,51,42,36,35,29,37,35
74,3,2,75,70,74,72,77,90,70,68,75,69,68,47,77,76,71,69,76,75,75,69,60,67,74,54,62,50,42,51,53
74,3,2,69,75,44,41,42,73,75,73,43,68,70,69,69,54,66,76,69,87,44,56,56,72,77,72,71,31,34,65,71
74,3,2,64,46,76,73,78,75,71,32,76,55,69,53,61,57,34,32,34,77,54,49,61,77,49,29,23,51,35,47,32
72,3,2,65,65,73,72,74,74,67,51,73,60,66,43,74,70,65,68,71,75,63,60,74,72,58,48,43,49,36,43,45
72,3,3,73,75,73,70,72,72,72,66,69,66,69,72,68,64,79,73,79,58,79,79,82,48,66,61,59,59,63,56,58
71,2,1,20,19,13,9,10,31,62,12,22,32,31,9,29,25,37,32,39,75,35,32,54,10,17,13,19,18,12,14,14
71,3,2,67,70,69,76,77,68,70,44,75,51,61,54,68,66,66,67,81,71,68,69,72,61,59,53,60,58,59,57,45
70,3,2,59,52,70,71,72,82,62,39,60,48,63,57,62,60,37,40,58,74,46,40,76,76,64,52,40,42,52,48,45
69,3,3,67,74,28,35,30,46,64,67,21,60,58,58,66,56,84,79,67,59,82,77,57,49,66,69,57,67,42,65,58
66,4,3,70,69,47,50,54,76,59,54,31,65,64,58,67,65,82,79,59,65,78,57,54,51,64,56,55,55,58,59,53
63,3,3,65,73,22,20,17,36,55,42,18,58,55,35,60,47,89,87,58,57,78,74,58,56,66,64,54,51,39,60,55
60,3,3,62,61,17,23,22,38,58,47,14,52,51,43,54,49,71,77,50,56,64,55,52,50,66,62,55,61,37,63,54
60,2,2,59,63,18,21,19,34,61,59,13,58,52,35,60,54,79,76,57,46,78,66,58,55,57,57,50,56,37,61,52
60,3,2,53,56,55,60,56,62,57,49,62,40,49,55,55,53,70,73,61,64,67,60,63,44,38,25,29,27,32,39,30
59,3,2,62,60,46,51,53,46,51,50,29,64,61,56,60,57,69,69,49,56,65,59,54,47,58,54,42,56,52,60,39
57,3,3,62,59,43,56,46,45,61,53,31,56,63,59,63,60,63,64,45,53,61,63,53,52,65,53,46,56,57,60,56
56,3,2,41,63,54,65,64,64,60,42,57,41,42,46,37,32,62,55,59,49,49,58,56,53,31,28,29,40,42,47,29
82,3,3,82,78,55,57,58,57,77,80,37,84,80,82,83,77,67,69,83,67,62,72,70,60,82,81,83,86,88,80,75
80,2,1,22,14,11,13,12,43,71,15,16,52,63,14,20,32,50,47,25,65,44,52,68,11,14,13,20,18,12,22,17
79,2,2,66,39,82,78,79,78,72,36,82,44,72,23,70,56,54,53,68,79,48,48,76,80,27,26,29,49,42,42,21
79,3,2,77,67,15,15,25,71,80,85,25,70,84,44,71,49,52,57,63,91,33,40,56,90,79,78,64,57,40,70,80
78,4,2,80,69,14,24,32,61,78,83,23,65,70,51,66,44,58,67,60,89,41,61,56,77,81,78,73,68,46,72,80
78,4,4,80,83,24,20,38,40,70,73,25,73,81,74,74,70,91,90,79,68,85,84,69,50,76,65,68,76,64,68,64
78,4,3,81,77,55,71,70,66,67,75,54,82,84,74,86,81,64,68,72,72,59,70,70,71,83,73,73,76,77,76,55
78,4,2,77,73,71,76,78,70,77,65,80,74,80,57,80,78,64,55,83,72,71,63,72,71,57,54,50,39,24,47,60
77,3,2,65,50,78,80,77,82,70,30,71,59,63,31,68,52,63,72,68,79,58,59,78,74,75,34,65,40,36,28,28
77,4,3,75,78,66,69,70,80,73,75,70,73,72,68,79,76,74,76,92,73,51,73,90,80,85,71,78,49,44,72,66
77,3,4,78,80,33,48,45,69,67,74,35,66,67,64,74,65,92,88,84,56,95,86,70,32,75,75,74,58,42,70,52
77,3,3,81,76,70,69,75,77,78,55,73,82,86,65,85,79,52,54,70,58,91,77,70,41,51,55,48,61,58,59,47
76,3,4,78,80,23,25,22,75,76,72,35,70,70,70,74,60,77,77,74,74,72,81,72,76,76,73,74,77,71,74,74
76,3,4,76,76,19,22,28,28,74,73,20,72,71,76,71,42,93,93,74,65,77,82,34,40,65,70,54,69,59,58,62
76,3,3,75,73,78,77,80,68,75,65,82,71,80,80,70,71,64,55,75,76,55,68,75,76,66,56,59,63,57,59,43
76,2,4,77,83,30,46,37,36,73,72,39,74,69,74,73,72,71,74,69,73,87,82,71,34,68,69,55,61,28,63,71
75,3,2,54,45,75,70,79,64,62,40,70,37,59,36,57,62,40,66,59,89,40,37,83,82,73,42,31,33,31,40,26
75,3,3,68,64,71,79,78,68,70,54,73,59,69,71,73,66,76,75,74,68,71,71,73,70,68,45,52,43,28,47,52
75,2,3,70,72,74,73,76,74,73,69,69,66,71,69,69,66,79,86,88,72,65,74,71,64,75,55,64,64,53,49,65
73,2,1,24,14,13,15,13,24,70,15,23,30,18,11,41,26,55,52,33,74,46,58,83,13,19,13,12,20,11,13,11
72,2,3,75,65,53,47,54,47,69,67,55,75,67,60,83,76,69,68,68,33,74,79,45,46,59,57,56,66,65,56,58
71,3,2,60,47,72,69,70,67,64,25,71,26,67,23,59,52,55,58,60,80,51,50,78,76,53,52,21,22,24,32,45
71,3,1,24,14,13,13,12,41,74,12,25,11,61,12,23,22,42,46,30,69,39,34,68,14,14,15,11,15,13,41,13
70,2,2,67,69,70,70,73,60,62,67,65,55,55,74,67,55,74,73,74,61,74,76,79,58,45,33,32,73,68,46,25
68,2,1,16,13,11,14,14,33,59,9,23,33,31,12,29,17,46,50,32,62,41,67,67,11,19,11,12,12,11,14,15
67,3,2,72,63,70,73,71,75,57,57,66,64,67,54,73,67,69,68,69,76,64,70,57,76,67,52,50,49,33,51,45
62,2,2,54,50,12,14,19,27,61,61,21,48,49,36,52,37,71,69,72,65,62,59,66,62,66,65,54,42,31,59,50
60,3,3,59,66,25,31,27,39,42,52,21,54,49,56,54,43,83,81,51,56,71,75,53,44,71,58,40,48,44,55,50
59,2,2,45,60,54,59,66,57,54,52,54,44,40,55,38,29,70,75,78,72,55,51,62,49,36,36,37,40,34,43,34
59,3,2,51,56,15,18,19,30,51,50,17,44,52,34,48,36,73,68,60,66,55,59,58,63,64,59,60,44,32,62,51
58,2,2,61,54,55,55,58,61,55,31,57,54,42,44,62,57,56,64,49,56,55,59,60,58,57,42,38,41,46,54,36
58,3,3,65,61,42,55,52,40,56,55,30,55,61,53,64,60,64,60,53,62,59,59,57,52,66,52,45,54,50,64,55
58,3,2,40,38,60,61,64,47,45,23,58,31,50,34,45,38,67,55,52,60,67,49,70,52,43,23,24,25,32,40,34
88,1,1,34,10,12,18,10,31,84,10,27,30,64,13,27,31,65,63,41,43,54,55,74,10,23,10,14,11,10,40,11
85,3,3,82,77,41,38,36,74,85,86,35,72,83,70,75,67,69,77,84,84,62,74,70,83,86,88,80,71,66,82,70
85,5,4,86,84,38,22,56,44,82,81,45,88,82,84,87,83,78,74,88,52,81,77,57,52,78,75,80,85,87,67,69
85,3,2,70,61,86,83,88,79,84,56,86,64,81,64,77,81,63,69,75,81,49,60,83,83,86,45,66,63,69,60,38
83,3,2,74,70,81,81,85,83,81,63,83,65,82,68,78,74,69,66,79,81,55,62,80,82,86,60,68,58,73,68,52
82,3,3,83,80,57,57,60,84,83,84,65,81,81,65,83,73,77,76,88,70,58,74,65,70,75,79,74,67,46,52,71
82,2,2,75,75,79,84,81,78,77,66,75,69,75,79,74,67,87,93,90,77,73,70,83,74,86,51,68,76,71,63,57
82,2,4,84,85,67,65,80,74,78,71,78,76,86,65,84,79,78,77,82,90,71,83,77,68,85,66,72,65,55,67,77
81,2,4,83,86,37,39,47,74,77,79,43,81,73,77,83,73,81,77,82,57,71,78,64,71,80,75,82,83,79,75,80
81,3,3,76,79,80,84,83,85,79,68,79,73,74,80,75,66,81,84,83,72,76,73,71,60,72,57,69,64,57,57,64
80,3,1,35,18,15,14,11,23,82,10,28,32,65,13,39,35,57,58,38,65,53,67,73,17,23,14,19,12,14,41,12
79,3,2,68,60,76,81,80,80,69,53,79,66,78,67,75,76,55,66,81,84,40,56,71,83,83,44,72,54,77,70,52
79,5,4,78,84,17,23,19,60,80,80,29,73,72,75,75,62,85,86,76,60,77,79,65,65,82,81,86,79,70,71,73
79,3,2,72,72,77,79,84,90,81,65,81,67,76,63,75,68,62,69,85,92,66,72,81,73,79,63,65,62,57,65,62
79,2,3,78,78,69,71,72,77,79,76,76,68,76,76,79,74,79,82,88,86,63,74,80,70,85,72,71,75,74,68,67
78,3,2,67,63,78,78,81,76,78,30,79,59,75,52,74,70,64,70,63,80,61,59,73,75,40,21,25,24,28,35,27
78,3,2,76,71,80,81,79,61,72,60,74,69,74,75,74,68,79,77,81,71,65,72,70,63,59,51,43,64,48,54,37
77,4,2,75,68,19,22,19,77,75,79,13,50,75,33,74,31,72,76,81,80,70,64,75,73,83,81,68,54,39,81,66
77,3,3,76,79,35,42,37,48,77,76,21,69,75,74,74,62,92,92,72,64,88,85,55,49,72,71,74,74,58,67,74
77,4,3,71,72,75,76,74,66,71,60,74,72,67,84,71,69,78,78,85,69,76,78,73,69,77,45,66,75,68,39,44
73,3,1,15,17,12,11,20,39,71,20,16,26,22,24,30,25,45,52,42,52,57,40,60,15,21,19,24,23,21,25,24
71,3,2,70,69,51,53,56,58,68,62,53,76,72,62,79,73,80,74,69,62,73,77,54,45,63,54,62,65,60,51,50
71,3,3,70,74,36,26,36,45,64,69,36,68,59,53,74,65,84,79,62,50,75,78,44,45,62,56,56,54,49,42,52
67,3,2,56,44,67,66,69,58,61,27,61,41,56,33,59,46,62,72,65,80,60,56,74,61,36,17,16,27,30,38,26
61,3,4,63,70,26,23,31,48,47,57,26,60,54,48,62,47,72,70,50,28,90,83,55,33,56,47,51,60,61,52,42
60,4,2,55,57,50,57,59,48,53,43,55,38,39,57,50,41,84,80,68,54,82,72,72,49,21,25,21,37,31,32,25
57,2,3,56,61,36,43,45,44,48,51,26,58,45,56,54,51,74,70,55,46,68,66,50,34,45,36,42,56,50,45,44
57,4,3,54,59,29,28,33,38,43,48,27,51,46,55,56,53,72,62,61,32,78,73,47,45,58,53,46,48,45,60,51
57,3,2,38,28,59,58,59,50,53,29,56,37,45,32,41,36,60,58,64,51,61,48,65,63,50,27,29,28,29,31,30
57,3,2,57,51,40,39,46,51,55,52,49,53,43,56,63,60,62,55,58,54,60,59,47,47,58,45,50,47,42,43,45
55,2,1,15,10,7,10,12,22,46,7,7,24,31,11,22,20,16,31,17,42,36,26,56,10,19,7,6,13,10,14,9
55,3,3,58,54,40,40,43,32,56,53,41,56,49,49,60,55,68,68,42,47,69,58,54,48,61,50,50,60,50,56,52
52,2,1,13,12,8,14,13,25,40,4,9,39,22,14,24,16,33,28,24,45,41,27,63,14,17,9,9,12,10,11,8
81,4,4,85,84,64,70,70,66,76,80,70,82,78,78,83,77,81,81,83,64,75,82,65,60,66,61,72,78,72,72,74
80,2,4,80,84,45,55,65,67,73,73,54,78,67,78,79,67,87,85,73,77,79,88,56,68,81,76,72,77,68,77,73
78,4,4,82,84,16,20,24,50,70,82,30,68,68,67,72,57,85,92,75,73,69,85,69,64,84,70,74,68,66,70,72
78,3,3,75,65,33,25,29,80,74,77,29,67,78,55,73,60,69,69,79,92,74,65,86,82,86,80,78,68,36,80,74
78,3,2,74,74,75,79,80,77,78,68,74,66,77,70,79,75,65,55,92,77,55,49,74,70,73,64,68,61,30,52,61
78,2,1,25,15,14,15,14,40,74,12,20,59,63,15,23,19,50,52,27,64,53,56,76,14,30,15,14,12,13,41,13
77,2,2,75,70,72,79,77,85,74,68,72,68,65,71,76,66,79,84,85,72,87,77,67,58,72,58,53,56,47,58,31
77,2,1,22,15,14,17,19,40,69,12,27,38,65,19,38,36,48,42,31,78,22,33,34,16,14,11,15,15,12,21,13
77,3,3,80,79,47,49,59,71,77,74,65,77,72,74,83,80,66,74,73,56,77,72,62,48,74,64,75,59,62,72,68
77,3,3,76,74,74,75,77,84,79,68,73,70,66,73,70,68,74,75,92,75,66,72,71,70,76,55,64,64,56,62,67
77,2,3,75,73,77,80,77,82,71,71,68,54,77,77,70,69,78,86,84,79,75,76,74,74,85,61,78,69,71,57,50
77,3,2,75,75,15,20,25,73,71,78,21,62,71,50,71,29,73,78,79,93,48,58,76,80,81,74,69,58,48,68,67
77,2,2,54,30,77,73,80,83,73,37,74,46,57,44,56,49,53,52,65,88,33,34,50,85,47,34,32,32,38,35,22
77,3,2,61,52,74,76,79,84,68,51,74,51,69,56,70,54,52,72,69,83,47,53,78,81,82,21,55,44,33,54,34
77,4,2,74,69,69,78,78,90,77,63,75,73,76,69,75,72,66,67,80,77,68,71,70,68,76,56,69,70,69,72,69
77,4,4,87,86,22,30,34,66,75,78,38,63,72,66,72,60,82,78,69,62,74,86,69,56,80,78,82,81,79,70,78
76,3,2,78,75,69,71,74,75,68,73,72,75,68,68,79,74,65,76,83,80,64,60,71,66,75,70,74,41,42,45,67
76,3,2,64,59,74,81,76,77,71,63,74,36,64,47,60,57,77,78,82,83,64,63,81,76,57,53,44,34,27,53,52
76,3,2,58,47,77,77,80,76,66,24,75,31,66,43,60,64,54,55,61,79,54,49,83,74,30,37,31,47,52,51,22
74,3,3,79,77,22,24,33,45,68,72,20,61,46,73,68,55,85,89,65,83,57,78,82,64,80,69,58,56,54,68,55
73,3,2,59,47,76,73,77,69,69,27,68,43,75,39,71,61,55,67,71,73,58,64,70,74,56,29,41,39,39,28,30
73,2,4,78,80,66,74,70,71,68,70,68,64,74,76,74,70,88,84,68,68,86,88,68,54,76,56,72,74,59,67,66
73,3,2,72,68,64,69,72,61,73,64,72,71,74,74,76,74,64,54,78,70,75,71,74,58,73,67,64,80,76,78,63
72,3,2,65,59,76,79,76,58,73,53,65,58,64,57,63,61,75,71,75,77,76,68,80,76,47,27,34,33,22,44,21
69,2,1,19,13,12,14,14,33,62,13,16,19,31,19,15,13,33,34,38,40,56,38,57,15,15,14,12,16,17,11,14
59,2,3,58,53,23,22,18,36,59,53,13,57,55,43,48,39,79,81,56,49,57,56,55,55,58,59,57,46,39,55,46
59,3,1,22,13,14,11,14,37,51,16,10,33,54,17,26,23,52,54,17,70,28,55,58,14,25,15,16,11,11,21,12
58,2,2,54,55,18,18,13,30,55,54,19,44,49,30,40,31,76,78,53,48,70,59,72,62,59,56,52,35,29,65,50
55,3,2,43,39,51,52,53,67,50,30,51,33,48,28,44,49,56,58,51,66,52,55,66,49,49,33,45,30,34,45,32
54,2,2,31,30,50,52,53,59,50,29,52,32,45,32,33,31,55,55,54,64,53,48,66,56,50,33,49,38,39,40,29
54,2,2,53,54,50,49,50,55,49,47,50,37,39,52,43,42,78,78,54,42,72,64,60,36,44,34,38,44,48,43,33
52,2,2,48,50,48,50,51,61,46,40,49,40,39,49,43,41,69,70,53,50,62,58,60,40,40,33,36,41,39,44,36
48,2,2,49,45,35,43,39,50,48,50,42,40,39,39,52,53,67,60,59,44,78,54,56,44,53,26,36,32,36,35,30
83,3,2,64,59,84,82,85,84,85,40,85,55,62,36,63,54,55,54,69,83,56,62,73,77,29,40,29,33,32,43,34
80,2,1,23,15,14,14,19,38,75,12,25,32,36,12,21,32,46,44,38,74,48,47,69,15,40,16,20,12,17,44,12
80,3,2,59,61,81,83,84,70,64,30,84,50,79,51,68,67,70,73,70,84,54,60,74,78,71,25,46,51,36,39,30
80,3,3,82,80,54,68,62,78,75,75,57,75,75,80,78,71,78,78,88,73,81,86,92,80,75,75,75,74,57,71,65
80,3,2,57,43,81,82,81,84,79,42,80,44,72,28,62,62,71,74,76,81,43,57,74,83,72,46,53,33,38,55,30
79,3,4,85,85,20,25,26,35,73,72,23,76,72,74,77,75,85,79,79,45,88,87,76,56,73,69,72,75,72,68,61
79,3,4,84,85,25,31,32,53,78,77,31,75,63,78,73,67,86,89,72,55,76,86,72,60,79,68,71,57,68,62,68
78,4,4,83,84,24,32,38,83,68,67,43,74,72,78,75,77,85,86,67,77,80,83,58,59,79,66,76,77,70,70,70
79,4,4,78,81,44,53,56,75,75,77,40,65,67,73,71,66,88,89,80,85,76,86,82,88,75,73,70,66,60,73,68
78,3,2,71,64,78,77,79,78,77,57,75,69,69,66,73,77,63,64,79,81,59,61,68,77,72,40,66,64,66,56,38
78,3,2,74,67,42,43,46,85,77,76,45,65,78,64,65,56,69,65,75,92,50,62,84,91,85,77,78,53,42,73,74
78,3,3,77,74,65,76,75,81,73,64,76,80,79,71,81,79,51,52,90,71,74,66,59,62,74,61,68,71,67,88,69
77,3,2,73,68,70,75,81,84,79,72,81,63,72,54,68,64,75,79,92,86,60,65,78,80,74,65,59,39,47,52,50
77,3,3,79,79,28,41,56,82,65,76,46,79,77,80,79,71,69,63,79,70,66,75,60,44,81,74,77,82,82,73,65
76,2,3,74,71,29,32,39,65,77,79,37,69,73,56,66,58,75,77,71,71,79,72,81,80,77,75,69,57,35,62,71
76,3,2,78,72,70,74,78,70,67,62,74,75,81,68,79,77,69,68,76,78,62,72,74,70,74,50,63,56,62,58,60
76,3,3,75,72,24,22,23,67,74,80,37,56,69,58,62,52,78,79,70,79,62,73,80,77,72,78,64,53,62,73,70
76,3,2,75,76,76,78,75,68,68,60,71,68,72,80,72,68,78,78,83,57,90,78,85,58,71,53,62,75,69,59,45
76,3,2,59,38,74,77,78,85,70,34,75,54,63,38,59,65,47,34,67,85,34,33,62,81,70,38,51,29,64,51,36
75,2,2,76,78,73,73,74,65,75,70,66,71,75,75,71,68,85,83,75,76,74,77,69,60,77,69,71,69,48,49,61
75,3,1,33,14,13,14,14,29,66,11,18,38,34,11,33,34,41,44,31,60,43,50,61,16,36,14,14,15,14,30,16
75,3,2,65,54,79,82,79,78,77,59,78,57,81,73,73,68,63,70,67,77,60,59,68,65,72,53,47,56,47,49,48
73,3,2,73,72,69,70,71,66,73,65,67,68,72,70,70,65,77,78,79,70,70,77,79,66,66,62,60,55,33,50,43
70,4,3,71,71,54,54,42,46,58,56,35,68,63,54,73,68,77,81,72,67,58,72,60,43,70,68,66,57,51,55,54
68,2,2,57,44,63,63,64,81,55,32,64,47,52,43,58,50,72,69,66,79,47,57,80,69,71,36,47,37,40,30,58
67,2,2,67,66,16,19,22,55,67,64,22,48,63,23,46,35,75,76,64,77,56,74,73,68,67,66,63,44,23,52,49
62,3,4,67,69,19,24,27,53,55,51,26,59,59,54,59,57,70,72,57,42,77,79,51,30,55,45,56,58,43,45,46
60,3,3,63,66,19,16,21,39,55,52,20,54,55,52,46,42,82,80,56,57,87,81,55,48,54,54,51,52,47,45,53
60,2,1,32,12,10,15,11,36,60,11,23,16,33,15,32,34,56,59,37,64,55,59,71,12,39,11,12,13,12,41,19
59,2,3,66,68,32,16,19,45,46,44,27,49,42,48,50,47,77,80,63,63,68,78,59,37,55,50,45,52,49,50,44
57,3,3,53,53,21,16,16,57,51,53,12,47,50,42,45,37,73,78,58,60,65,65,66,55,59,55,51,35,24,57,47
57,3,2,52,56,51,53,54,56,58,47,50,45,41,54,45,36,77,79,67,50,68,76,66,35,39,21,23,47,22,33,20
56,2,2,40,37,58,59,57,53,51,32,50,34,50,30,39,33,63,64,64,64,61,47,65,57,46,24,26,35,20,30,23
81,4,3,78,75,25,13,23,72,73,82,33,53,75,48,69,40,76,77,68,91,48,72,72,88,86,81,70,53,52,62,75
80,3,1,25,14,15,14,15,15,72,14,23,42,67,15,36,32,50,48,32,57,50,45,75,14,27,18,14,15,17,41,14
79,3,2,76,66,75,74,81,85,77,42,82,69,79,34,83,74,55,51,83,70,68,59,76,78,63,58,67,52,55,66,23
79,2,2,68,39,78,82,81,78,78,28,81,45,68,52,72,62,69,67,69,73,57,50,80,81,42,28,25,32,25,44,46
78,4,3,80,83,37,44,48,59,75,77,43,76,79,75,77,68,76,78,79,83,54,65,71,67,81,76,76,77,78,76,73
78,3,2,72,62,77,81,83,80,73,51,75,54,58,75,65,64,76,78,86,87,50,50,57,69,76,27,66,68,30,37,44
76,3,3,77,78,55,64,60,69,75,73,59,74,74,83,78,73,69,68,77,59,77,77,51,54,80,72,78,64,63,69,83
76,3,2,75,65,79,78,81,80,80,57,84,68,83,72,82,79,55,53,76,70,59,62,70,83,77,65,73,65,47,62,60
76,3,2,66,27,77,69,81,79,75,45,76,52,65,49,53,51,50,34,67,79,33,34,72,83,44,50,30,39,33,49,23
75,2,2,75,72,70,66,72,83,74,61,76,73,79,65,78,75,68,68,85,77,73,65,72,69,72,64,69,69,58,57,59
75,4,3,74,76,29,35,40,55,66,67,28,68,63,77,66,65,90,88,74,78,71,81,51,50,80,68,74,65,48,61,45
74,2,4,73,78,59,60,56,78,71,73,51,70,71,73,69,65,74,78,79,70,73,75,72,71,69,67,65,68,66,65,59
74,4,2,68,63,75,75,77,72,72,59,74,68,64,66,64,67,67,67,74,70,61,62,70,69,74,48,63,44,68,56,51
73,2,1,35,15,13,16,11,21,66,13,25,40,46,11,39,32,41,46,29,63,48,51,72,13,27,11,12,13,12,42,11
69,2,3,75,76,65,62,70,67,72,69,65,73,60,86,79,78,68,55,60,60,63,65,76,61,86,67,79,86,70,74,58
68,3,2,68,49,64,70,70,62,63,43,60,49,60,54,69,55,79,82,70,66,63,74,64,61,51,30,40,36,34,44,32
